title,company,location,job_type,description,benefits,url
Intern - IT Quality Assurance,WSA APAC,Singapore 539775,Internship,"Driven by the passion to improve the quality of people's lives, WS Audiology continues to grow as the market leader in the hearing aid industry. With our commitment to increase penetration in an underserved hearing care market, we want to accelerate our business transformation to reach more people, more effectively. As an IT Quality & Documentation Intern, you will support the creation, management, and digitization of IT policies, SOPs, and work instructions, while assisting in training new joiners and maintaining the LMS. You will liaise with IT teams and analysts to ensure compliance and quality in documentation and reporting processes. This role offers valuable exposure to IT quality management, process improvement, and documentation practices within a regulated environment. What you will do Process new and revised IT policies, Standard Operating Procedures (SOPs), and Work Instructions from inception to release Produce periodic IT Quality newsletters to communicate key updates, activities, and accomplishments Manage documentation in the Learning Management System (LMS), ensuring timely updates and training delivery to the right audience Support good documentation practices by training new joiners, digitizing legacy paper documents, and coordinating with vendors for secure storage Assist analysts with non-product computer systems and IT General Controls reporting activities. What you bring Currently pursuing a degree in Computer Science, Information Systems, Business Administration, or a related field Strong analytical and problem-solving skills with proficiency in MS Office (Word, PowerPoint, Excel — including VLOOKUP and pivot tables) Ability to handle issues from beginning to closure Knowledge of Computer Software Validation (CSV), Change Release Management, or regulated software environments is a plus Familiarity with software development methodologies, client-server architecture, AI, or cloud-based software is a plus. Who we are At WS Audiology, we provide innovative hearing aids and hearing health services. Together with our 12,000 colleagues in 130 countries, we invite you to help unlock human potential by bringing back hearing for millions of people around the world. With us, you will become part of a truly global company where we care for one another, welcome diversity and celebrate our successes. Sounds wonderful? We can't wait to hear from you. WS Audiology is an equal-opportunity employer and committed to creating an inclusive employee experience for all. Regardless of race, color, religion, national origin, age, sex, gender, gender identity, gender expression, sexual orientation, marital status, medical condition, ancestry, disability, military or veteran status we firmly believe that our work is at its best when everyone feels free to be their most authentic self.",,https://sg.indeed.com/viewjob?jk=5c4a804c6fc0b626&tk=1jfidaia3h40g8a9&from=serp&vjs=3
Software Engineer Intern,The Frank Network,Singapore,Internship,"Company The Frank Network franknetwork.co Designation Software Engineer Intern Date Listed 14 Jan 2026 Job Type Entry Level / Junior Executive Intern/TS Job Period Immediate Start, For At Least 6 Months Profession IT / Information Technology Industry Computer and IT Location Name Sin Ming Lane, Midview City, Singapore Address 18 Sin Ming Ln, Singapore 573960 Map Allowance / Remuneration $800 - 1,500 monthly Company Profile The Frank Network is a lean startup building modern digital solutions with a strong focus on execution and ownership. We offer a flexible work environment with WFH Thursdays, a stacked pantry, and a culture that values trust, transparency, and impact. Job Description What You'll Do You'll work closely with the team to build and improve web and mobile applications. This role offers hands-on exposure to real production systems, from backend APIs to mobile apps and automation. What You'll Be Exposed To Web and mobile app development (Flutter) Backend APIs using Python Real-time updates and data syncing Automation using AI agents and workflows Working in a fast-paced startup environment with real ownership Who This Is For Students or fresh graduates interested in software development Comfortable with basic programming concepts Curious, willing to learn, and not afraid to experiment Application Instructions Please apply for this position by submitting your text CV using InternSG. Kindly note that only shortlisted candidates will be notified.",Work from home,https://sg.indeed.com/viewjob?jk=a3017634c88e3e63&tk=1jfidaia3h40g8a9&from=serp&vjs=3
Software Engineer – Intern (Asia),Citadel Enterprise Americas,Singapore,Internship,"At Citadel, our engineers work in small teams to turn the best ideas into high-performing and resilient technology. With short development cycles, work rapidly goes into production. As an engineer, you can create systems architectures, develop platforms and build web frameworks. You'll have access to state-of-the-art tools and apply innovative techniques including distributed computing, natural language processing, machine learning and more. As an intern, you'll get to challenge the impossible in technology through a summer program that will allow you to collaborate and connect with senior team members. In addition, you'll get the opportunity to network and socialize with peers throughout the internship. Your Objectives: Create technological tools that bring trading strategies to life Develop high-performance, large data research platforms Work in small teams to build the future of finance Your Skills & Talents: Bachelor's, master's or PhD in computer science, computer engineering or related fields Exceptional programming and design skills Strong analytical skills and familiarity with probability and statistics Ability to communicate effectively in a collaborative, complex and highly technical team environment Intellectual curiosity and passion for solving challenging problems using technology Opportunities available in Singapore. About Citadel Citadel is one of the world's leading alternative investment managers. We manage capital on behalf of many of the world's preeminent private, public and nonprofit institutions. We seek the highest and best use of investor capital in order to deliver market leading results and contribute to broader economic growth. For over 30 years, Citadel has cultivated a culture of learning and collaboration among some of the most talented and accomplished investment professionals, researchers and engineers in the world. Our colleagues are empowered to test their ideas and develop commercial solutions that accelerate their growth and drive real impact.",,https://sg.indeed.com/viewjob?jk=b20704fba297c651&tk=1jfidaia3h40g8a9&from=serp&vjs=3
AI Software Engineer Intern,Embed Financial Group Holdings,Singapore,Internship,"Company Embed Financial Group Holdings efgh.xyz Designation AI Software Engineer Intern Date Listed 09 Jan 2026 Job Type Entry Level / Junior Executive Intern/TS Job Period Immediate Start, For At Least 3 Months Profession IT / Information Technology Industry Finance Location Name Singapore Allowance / Remuneration $800 - 1,500 monthly Company Profile EFGH is a Singapore-founded financial infrastructure company operating across Africa. Its mission is to bridge the strength of Singapore's governance and technology with the scale and momentum of Africa's digital economy. Through its proprietary Finternet platform, EFGH integrates protection, savings, and access to credit into the everyday transactions of millions. Its purpose is clear: to build financial systems that deliver both prosperity and protection. Job Description About the Role EFGH is currently seeking a Artificial Intelligence Software Engineer Intern to join our Development Team. The ideal candidate is passionate and eager to contribute to our innovative platform. Please note: This is not a data analyst/data scientist role. You should be able to build software which integrates with artificial intelligence technologies. Key Responsibilities Assist in the development and maintenance of our platforms, with a focus on our artificial intelligence efforts e.g. building data processing pipelines and optimising LLM prompts. Participate in code reviews and contribute to continuous improvements in development processes. You May Be a Good Fit If You Have Currently pursuing or recently completed a degree in Computer Science, Software Engineering, or a related field. Experience with React (Next.JS), Python (Django). Experience working with LLMs and RAG. Familiarity with AWS or DevOps is a bonus. Why You'll Love Working With Us Gain hands-on experience in a fast-growing startup environment where your contributions make a real impact. Work closely with a supportive, cross-functional team that values creativity and collaboration. If you have a project or similar experience, please bring it up during the interview, we would love to hear about it! Application Instructions Please apply for this position by submitting your text CV using InternSG. Kindly note that only shortlisted candidates will be notified.",,https://sg.indeed.com/viewjob?jk=a0ad35bb53fc0f77&tk=1jfidaia3h40g8a9&from=serp&vjs=3
C++ Software Engineer Intern,Venti Technologies,Singapore,Internship,"A world empowered by autonomy. We build robotic vehicles to improve logistics safety, forge a greener Earth, and enhance human lives. We are a closely-knit team aspiring to change the world through disruptive technology. We are innovators. We are tinkerers. We are problem-solvers. And we have a fair amount of magic dust up our sleeves. We have a plan for fleet-level deployment of autonomous vehicles, and we are looking for the best-of-the-best to join us in making this a reality. About Venti Technologies Based in the U.S. and Asia, Venti Technologies is the leader in safe-speed autonomous logistics systems, developing the future of goods transportation. Using rigorous mathematics, deep learning, and theoretically- grounded algorithms, Venti has a proprietary collection of autonomy technologies including a suite of powerful logistics algorithms. Venti's proven value proposition of saving costs, increasing vehicle utilization, and improving safety is recognized by customers and driving growth. Launched in 2018, Venti brings together an unsurpassed team internationally. The company has autonomous systems deployed in Asia for industrial and logistics sites and a growing pipeline. Venti has offices in Cambridge (Massachusetts, USA), Suzhou (China), and Singapore – our Asian headquarters. Role responsibilities Design and develop clean, fast, reliable code Implement advanced features for autonomous vehicles Uphold code quality continuous integration, automated testing and code reviews Create technical design documents Required experience Current Students studying in Bachelor's or Master's degree in Computer Science, Robotics, or related fields Experience writing production-quality code in modern C++ Experience developing in a Linux environment Strong organization and communication skills Flexible problem-solver and is comfortable working under pressure and in a fast-paced environment. Experience in GTest Framework. Experience with ROS or other similar middleware Bonus experience Experience with real world safety critical applications Experience deploying software tools and/or metrics We are looking for students with ability to commit to 3-6 months internship with us!",,https://sg.indeed.com/viewjob?jk=fa49541d007e9fe0&tk=1jfidaia3h40g8a9&from=serp&vjs=3
"Intern, Software Development",Bosch Group,Singapore,Internship,"Company Description About Bosch Group The Bosch Group is a leading global supplier of technology and services. It employs roughly 418,000 associates worldwide. The company generated sales of 90.3 billion euros in 2024. Its operations are divided into four business sectors: Mobility, Industrial Technology, Consumer Goods, and Energy and Building Technology. With technology that is ""Invented for life,"" Bosch wants to help improve quality of life and conserve natural resources. The Bosch Group comprises Robert Bosch GmbH and its roughly 490 subsidiary and regional companies in over 60 countries. At 136 locations across the globe, Bosch employs some 87,000 associates in research and development. About Bosch Energy and Building Solutions Bosch Energy and Building Solutions is a division of Bosch Building Technologies. As a system integrator, it supports clients in Singapore by providing consulting, installation, and service. With a team of over 90 associates and approximately 200 customers, Bosch Energy and Building Solutions in Singapore is recognized as one of the leading installation contractors. In addition to developing, implementing, and servicing integrated building solutions, the team also delivers exceptional care to customers across a diverse range of industries. Job Description Role Overview We are seeking an enthusiastic Software Developer Intern who is currently pursuing a degree or diploma in Computer Science or a related field to join Bosch for a fulfilling internship opportunity! This internship will provide valuable hands-on experience in a corporate environment, allowing you to contribute to real projects while learning from experienced professional. As an Intern, Software Development, you will support the following key tasks in collaboration with experience team members. What you will do (Key Responsibilities) Assist in the development of software solutions using modern technologies, including performing testing and preparing documentation. Collaborate with development and testing teams to understand requirements and contribute to coding, testing, and documentation efforts. Learn and apply best practices in software engineering, including coding standards and design principles. Participate in debugging and troubleshooting activities under guidance. Gain exposure to real-world projects and contribute to product releases. Contribute to continuous improvement, automation, or digitalization initiatives Qualifications What We're Looking For (Qualifications & Skills) Students pursuing a second year Degree or Diploma in Computer Science or related field. Interest in learning and working with the following technologies and concepts: Programming & Frameworks: C#.NET, WPF, .NET Framework 4.5 or above, .NET Core, ASP.NET, Web API Database: SQL, SQL Server Design Principles: SOLID Principles, Object-Oriented Programming (OOP) Web Development: React.js / Vue.js, TypeScript (Good to know: Redux, RTK, React Query, Axios, Tailwind CSS / Material UI) APIs & Security: RESTful API, OAuth2/JWT, Swagger ORM Tools: Entity Framework / Dapper Version Control & Tools: TFS Strong willingness to learn and adapt to new technologies. Good problem-solving skills and attention to detail. Ability to work collaboratively in a team environment. Good communication skills and a strong team player. Additional Information Why Intern With Us? We don't just offer jobs—we build careers. At Bosch, you'll benefit from: Real-world experience apply classroom knowledge to practical, real-life work scenarios Skill-development build technical and soft skills while being part of the team ""in-action"" Opportunities to network and learn from industry professionals Inclusive culture built on respect, collaboration, and empowerment Next Steps Our recruitment process typically includes: Application screening Interview(s) with Hiring Manager, Business Leaders and HR Ready to grow your career with Bosch? Apply Now!",,https://sg.indeed.com/viewjob?jk=a1ea49e3542c000d&tk=1jfidaia3h40g8a9&from=serp&vjs=3
Full Stack Software Engineer Intern,Embed Financial Group Holdings,Singapore,Internship,"Company Embed Financial Group Holdings efgh.xyz Designation Full Stack Software Engineer Intern Date Listed 12 Jan 2026 Job Type Entry Level / Junior Executive Intern/TS Job Period Immediate Start, For At Least 3 Months Profession IT / Information Technology Industry Finance Location Name Singapore Allowance / Remuneration $800 - 1,500 monthly Company Profile EFGH is a Singapore-founded financial infrastructure company operating across Africa. Its mission is to bridge the strength of Singapore's governance and technology with the scale and momentum of Africa's digital economy. Through its proprietary Finternet platform, EFGH integrates protection, savings, and access to credit into the everyday transactions of millions. Its purpose is clear: to build financial systems that deliver both prosperity and protection. Job Description About the Role EFGH is currently seeking a Full Stack Software Engineer Intern to join our Development Team. The ideal candidate is passionate and eager to contribute to our innovative platform. Key Responsibilities Assist in the development and maintenance of our platforms, contributing to both front-end and back-end. Participate in code reviews and contribute to continuous improvements in development processes. You May Be a Good Fit If You Have Currently pursuing or recently completed a degree in Computer Science, Software Engineering, or a related field. Experience with React (Next.JS), Python (Django). Familiarity with AWS or DevOps is a bonus. Why You'll Love Working With Us Gain hands-on experience in a fast-growing startup environment where your contributions make a real impact. Work closely with a supportive, cross-functional team that values creativity and collaboration. If you have a project or similar experience, please bring it up during the interview, we would love to hear about it! Application Instructions Please apply for this position by submitting your text CV using InternSG. Kindly note that only shortlisted candidates will be notified.",,https://sg.indeed.com/viewjob?jk=8bcba7e99fb7e3cf&tk=1jfidaia3h40g8a9&from=serp&vjs=3
[2026 Internship] CAD Software Intern,聯發科技,Singapore,Internship,"MediaTek leads the market in chipset technology for Smart TVs, Voice Assistant Devices (VAD), Android tablets, feature phones, Optical and Bluray DVD players, and we're number two globally in mobile phones . You may not know it, but our chips and technology are already likely part of your everyday life. You will find us in 20 percent of homes globally and nearly 1 of every 3 cell phones is powered. As a CAD Software Engineer intern, you will be an active participant in the team responsible for ensuring our CAD flow & methodology is efficient, lean and reliable. You will be involved in developing automation to improve the efficiency and reliability of CAD flow. You can collaborate cross functionally with other teams to deliver on our goals. We will create an individual training plan to help you develop the specific skills and k now ledge required for your role. Microelectronic Engineering students with a strong interest and passion in coding will be a good fit but Computer Science students are also welcomed to apply. [What's in it for you?] • Involve in various stages of the software development lifecycle, including requirements gathering, design and implementation, and deployment. • Develop, improve and maintain CAD flow & methodology for ensuring correct electrical and logical functionality and manufacturability. • Work closely with team members and develop solutions using OpenSource Software technology. • Directly involved in our physical verification methodology efforts, collaborating right alongside our internal multifunctional teams to ensure that our products achieve best in class PPA (Power, Performance & Area) and time to market. [What you will bring] • You are pursuing a degree in Computer, Software or Engineering related studies • You have knowledge in one of the programming languages and are willing to increase skills in this area (Python, Perl, Tcl or JavaScript) • You have a passion in coding and eager to learn • You enjoy collaborating with others to find innovative solutions • You think logically, willing to self learn and research, and take a creative approach to problem solving • You have basic IC design knowledge (this is a plus but not mandatory)",,https://sg.indeed.com/viewjob?jk=eecfde60f4e780e9&tk=1jfidaia3h40g8a9&from=serp&vjs=3
Software Engineer Intern (AI/Automation),HydraX Pte Ltd,Singapore,Internship,"Employment Type: Full-time | Location: Singapore Job Description We are looking for an Software Engineer Intern (AI/Automation) to support the development of AI-driven solutions for software quality assurance. In this role, you will design and implement automation pipelines, leverage Large Language Models for requirement analysis, and integrate intelligent workflows into QA processes. This internship provides a strong foundation in applying advanced AI techniques to real-world engineering challenges, with opportunities to collaborate closely with cross-functional teams. Responsibilities Develop scripts to ingest and parse various document formats (e.g., Confluence pages via API, PDFs, Word documents). Design, implement, and refine prompt strategies for Large Language Models to accurately extract requirements, user stories, and acceptance criteria from PRDs. Build and manage an automation pipeline using frameworks like LangFlow, or by developing lightweight orchestration directly in Python. Integrate the AI pipeline with test management tools (Zephyr Scale, Jira) to programmatically create, update, and organize test cases. Research and experiment with prompt engineering techniques (e.g., Few-Shot, Chain-of-Thought, Retrieval-Augmented Generation) to improve accuracy and reliability. Conduct basic validation of generated test cases against PRDs to ensure logical consistency. Collaborate with the PM / QA team to align AI-generated test cases with existing Cucumber/Gherkin frameworks. Document the system architecture, workflows, and best practices for maintainability. Qualifications & Requirements Strong programming skills in Python (or another scripting language), with a solid understanding of data structures (JSON). Foundational knowledge of working with REST APIs. Strong interest in AI-driven automation and building practical, innovative QA solutions. Good written communication skills for documenting work. Experience working with Large Language Models and prompt engineering. Familiarity with n8n or LangFlow for AI orchestration. Knowledge of Cucumber/Gherkin syntax and test automation concepts. Hands-on experience with Zephyr Scale or other test management platforms. Familiarity with version control (GitHub). Exposure to vector databases (e.g., Pinecone, Weaviate, Milvus, ChromaDB) for embedding storage and retrieval. Understanding of the Software Development Life Cycle (SDLC) and the role of QA in product delivery. Prior academic, project, or internship experience in AI, automation, or QA engineering.",,https://sg.indeed.com/viewjob?jk=2be2d9997e49549e&tk=1jfidaia3h40g8a9&from=serp&vjs=3
Full Stack Engineer Intern,Asurion,Singapore,Internship,"Are you looking for some real-world experience as an intern for 3-6 months? Do you want to have exposure to a fast paced, global company and learn from the best? At Asurion, our teams work collaboratively to innovate and serve customers while ensuring employees succeed and feel valued. If you love building amazing user centric web apps, rapid prototyping, collaborating with researchers and technology experts and create new product ideas, join us as an Intern! Visit https://www.asurion.com.sg/ to know more Who is the Full Stack Engineer Intern? Currently pursuing a bachelor's in computer science with Software Development specialization in a recognized university in Singapore, as a Full Stack Engineer Intern at Asurion you will have access to unparalleled enterprise resources to grow and develop both personally and professionally. We will give you opportunities to collaborate with technology, product and business experts who understand user behaviors and real-world use cases. You will effectively contribute independently and as part of a team and will stay up to date on emerging web development technologies. As a Full Stack Engineer Intern, here's what you can expect to do: Explore and help choose appropriate frameworks and translate UI/UX design wireframes to actual code that will produce visual elements of the application Build Gen AI-based web applications for multiple domains like customer solutions, supply chain, and finance Build scalable full-stack applications using cloud platforms like AWS Conduct thorough testing of user interfaces to ensure all designs render correctly and systems function properly, incorporating feedback from actual potential users as well as members of the design team While contributing independently, collaborate with others to complete a task Learning Outcomes: Strong understanding of front-end development frameworks and design libraries like React JS, Typescript, Redux, Next JS, Django, Tailwind CSS, Material IO, Material UI, Python, FastAPI Build seamless web applications using cutting-edge technologies to achieve mobile-based interface features Exposure to enterprise cloud platfirms like AWS, Google Cloud, Econfluence, Figma Intermediate understanding of prompt engineering and its principles How we can take care of you: Join a non-hierarchical, fast paced, and inclusive team – we foster a work culture where employees are valued, regardless of their background, level or position. Be a part of something bigger – we are constantly evolving within a startup framework, cultivated, and supported by the backing of a large global organization. Connect with the local team through team building, town halls and group training Give back to the community through the partnership with our local charity partners",,https://sg.indeed.com/viewjob?jk=f38e495e5f7554c6&tk=1jfidaia3h40g8a9&from=serp&vjs=3
Software Engineer Intern (Minimum 6 months internship duration),MIGHTY JAXX INTERNATIONAL PTE LTD.,Singapore 535223,Internship,"Our Team Mighty Jaxx is the leading integrated future culture platform in Southeast Asia today. With a mission to supercharge future culture phygitally, Mighty Jaxx's integrated platform will empower future pop culture brands with an end-to-end supply chain of digital and phygital collectibles, including artist development and incubation, proprietary IP operation and providing global consumers access to new D2C experiences. Mighty Jaxx partners with the greatest creative talents in the world, as well as top global brands such as Netflix, Formula 1, Hasbro, Toei Animation, Cartoon Network, Nickelodeon, Warner Brothers, Adidas and many more to ship millions of phygital collectibles to over 90 countries worldwide. We are proud to be an equal opportunity employer with a diverse, inclusive work environment and encourage our employees to bring their authentic, fun-loving, and high-energy selves to the workplace. Your Role Mighty Jaxx is looking for a Software Engineer Intern to join the Engineering team in an exciting website revamp project. We are looking for a full-time intern, who is able to join us from November 2023 onwards, ideally for a period of minimum 3 months. Responsibilities Collaborate with product managers, tech leads, and individual contributors to support application engineering teams Take ownership of assigned tasks and features Contribute to technical discussions Participate in the development of development tasks under the guidance of senior developers Learn from and be mentored by senior engineers, and actively seek guidance to progress in your career goals Contribute to the tracking of key metrics for quality and team performance, and help drive continuous improvement Communicate project status, challenges, and opportunities to the team lead Requirements Currently pursuing Computer Science, Software Engineering, or a related field Strong understanding of full-stack development concepts and experience in developing web applications Solid foundation in software development with at least one programming language (e.g., JS, TS, React and or NextJS) Familiarity with backend development using Node.js Knowledge of software engineering principles and the ability to apply them in practical scenarios Problem-solving skills and ability to articulate technical concepts clearly Experience building REST APIs Understanding of test-driven development principles and experience with unit testing frameworks is advantageous To apply, please send an updated copy of your resume to HR@mightyjaxx.com. While we value all submissions, we regret that only shortlisted candidates will be contacted by our HR team.",,https://sg.indeed.com/viewjob?jk=6f9f30225fd64242&tk=1jfidaia3h40g8a9&from=serp&vjs=3
AIML Software Engineer Intern,FILPAL (S) PTE. LTD.,Singapore,"From $2,500 a month -  Internship","Note: For interested applicants, please apply through the FILPAL Website by clicking the link below to complete and submit your application. Thank you! Link：https://www.filpal.com/career Job Summary: Assist in the development and implementation of AI models focusing on Convolutional Neural Network (CNN)-based detection algorithms to enhance object detection and classification, and Reinforcement Learning (RL)-based algorithms for RF design optimization. The intern will work under supervision to integrate AI solutions into existing software frameworks, process RF data, and contribute to simulation and testing efforts. This role is ideal for a student from the Applied Artificial Intelligence course at SIT Singapore, providing hands-on experience in AI applications for real-world RF systems. Key Responsibilities: Implement and fine-tune YOLO-based object detection models for analyzing RF signals and spectrograms. Collaborate with the development team to integrate AI models into Python-based back-end components, using libraries such as OpenCV, TensorFlow, or PyTorch. Assist in data preprocessing, including handling I/Q data, signal features, and simulation outputs. Participate in testing and validation of AI models using performance evaluation metrics like accuracy, precision, and recall. Participate in design optimization with reinforcement learning. Contribute to agile discussions, code reviews, and documentation of AI workflows. Explore enhancements to YOLO for real-time detection in noisy RF environments, such as adapting to multipath interference or signal fading. Support integration with existing RFDF tools, including databases (SQL/NoSQL) and visualization interfaces. Qualifications: Current enrollment in the Applied Artificial Intelligence course or equivalent AI-focused program. Basic understanding of machine learning concepts, with exposure to computer vision and decision making. Basic understanding of mathematical optimization algorithm such as GA, PSO, gradient descent or random search. Familiarity with programming in Python; experience with AI frameworks like PyTorch, or TensorFlow is desirable. Strong problem-solving skills and ability to learn independently in a technical environment. Good communication skills for team collaboration and reporting progress. Interest in RF systems, signal processing, or drone technology is a plus, but not mandatory. Skillsets: Basic proficiency in Python programming and data handling (e.g., NumPy, Pandas). Understanding of object detection models, particularly YOLO variants. Familiarity with decision making RL algorithms is a plus. Familiarity with version control using Git is a plus. Ability to work with datasets for training and evaluating AI models. Strong analytical mindset for debugging and optimizing AI performance. Optional Skillsets: Experience with signal processing libraries or RF simulation tools (Ansys HFSS, CST Studio, Keysight ADS). Knowledge of computer vision techniques for spectrogram analysis. Nvidia Jetson embedded system programming. Ability to prioritize tasks and manage time effectively in a project setting. Familiarity with agile methodologies or collaborative tools like GitLab. Job Type: Internship Pay: From $2,500.00 per month Benefits: Flexible schedule Parental leave Professional development Promotion to permanent employee Education: Bachelor's or equivalent (Preferred) Location: Singapore (Preferred) Willingness to travel: 25% (Preferred) Work Location: In person",Professional development; Professional development assistance; Parental leave; Promotion to permanent employee; Parental leave support; Flexible schedule; Performance evaluation,https://sg.indeed.com/viewjob?cmp=FILPAL-%28S%29-PTE.-LTD.&t=Software+Engineer+Intern&jk=1320145cb3fb66e0&q=software+intern&xpse=SoBP67I3oyShpUwIn50LbzkdCdPP&xfps=7eaa1c5c-1c89-465c-a2a2-c37eee415528&xkcb=SoC767M3oySllQQEwh0AbzkdCdPP&vjs=3
Software Engineering Intern,Mighty Jaxx,Singapore 535223,"$1,000 a month -  Internship","Company Mighty Jaxx mightyjaxx.com Designation Software Engineering Intern Date Listed 15 Jan 2026 Job Type Entry Level / Junior Executive Intern/TS Job Period Immediate Start, For At Least 3 Months Profession IT / Information Technology Industry Arts / Entertainment / Recreation Location Name 21 Tai Seng Dr, #06 00, Singapore 535223, Singapore Address 21 Tai Seng Dr, #06 00, Singapore 535223 Map Allowance / Remuneration $1,000 monthly Company Profile Mighty Jaxx is the leading integrated future culture platform in Southeast Asia today. With a mission to supercharge future culture phygitally, Mighty Jaxx's integrated platform will empower future pop culture brands with an end-to-end supply chain of digital and phygital collectibles, including artist development and incubation, proprietary IP operation and providing global consumers access to new D2C experiences. Mighty Jaxx partners with the greatest creative talents in the world, as well as top global brands such as Netflix, Formula 1, Hasbro, Toei Animation, Cartoon Network, Nickelodeon, Warner Brothers, Adidas and many more to ship millions of phygital collectibles to over 90 countries worldwide. We are proud to be an equal opportunity employer with a diverse, inclusive work environment and encourage our employees to bring their authentic, fun-loving, and high-energy selves to the workplace. Job Description Responsibilities Collaborate with product managers, tech leads, and individual contributors to support application engineering teams Take ownership of assigned tasks and features Contribute to technical discussions Participate in the development of development tasks under the guidance of senior developers Learn from and be mentored by senior engineers, and actively seek guidance to progress in your career goals Contribute to the tracking of key metrics for quality and team performance, and help drive continuous improvement Communicate project status, challenges, and opportunities to the team lead Requirements Currently pursuing Computer Science, Software Engineering, or a related field of study Strong understanding of full-stack development concepts and experience in developing web applications Solid foundation in software development with at least one programming language (e.g., JS, TS, React and or NextJS) Familiarity with backend development using Node.js Knowledge of software engineering principles and the ability to apply them in practical scenarios Good problem-solving skills and the ability to articulate technical concepts clearly Experience building REST APIs Understanding of test-driven development principles and experience with unit testing frameworks is advantageous Benefits Be part of a company where the benefits are designed to elevate your experience - making your journey with us as dynamic and rewarding as the work you'll do. You can look forward to: Hybrid work (with flexible start timing, ranging from 8.30am - 10.30am) Competitive annual leave package, with comprehensive health insurance coverage Attractive staff discounts on MJ products Well-stocked pantry filled with a variety of snacks and beverages Application Instructions To apply, please send an updated copy of your resume to While we value all submissions, we regret that only shortlisted candidates will be contacted by our People team.",Health insurance; Annual leave; Employee discount,https://sg.indeed.com/viewjob?jk=b74bf54c8430bff4&tk=1jfidaia3h40g8a9&from=serp&vjs=3
Software Engineering Intern,Activate Interactive Pte Ltd,Singapore 408600,Internship,"Activate Interactive Pte Ltd (""Activate"") is a leading technology consultancy headquartered in Singapore with a presence in Malaysia and Indonesia. Our clients are empowered with quality, cost-effective, and impactful end-to-end application development, like mobile and web applications, and cloud technology that remove technology roadblocks and increase their business efficiency. We believe in positively impacting the lives of people around us and the environment we live in through the use of technology. Hence, we are committed to providing a conducive environment for all employees to realise their full potential, who in turn have the opportunity to continuously drive innovation. We are searching for our next team members to join our growing team. If you love the idea of being part of a growing company with exciting prospects in mobile and web technologies that create positive impact on people's lives, then we would love to hear from you. What will you do? Mobile application development and applied research on Android, iOS and/or Appcelerator platforms Java/Asp.Net/NodeJS software development, involving the use of databases Software support and maintenance of deployed products and solutions For backend software engineer, C# and Java knowledge would be an advantage What are we looking for? High calibre mindset, expected to work hard Knowledge in mobile application development on Android and/or iOS platforms Knowledge of Object-Oriented Programming and SQL Knowledge in native mobile features such as GPS, accelerometer, push notifications, etc. Knowledge in cross platform mobile development tools Knowledge in developing on Unix/Linux environments Enjoy constant learning and working with new technologies What do we offer in return? Activate Interactive Singapore is an equal opportunity employer. Employment decisions will be based on merit, qualifications and abilities. Activate Interactive Pte Ltd does not discriminate in employment opportunities or practices on the basis of race, colour, religion, gender, sexuality, national origin, age, disability, marital status or any other characteristics protected by law. Protecting your privacy and the security of your data are longstanding top priorities for Activate Interactive Pte Ltd. Your personal data will be processed for the purposes of managing Activate Interactive Pte Ltd's recruitment related activities, which include setting up and conducting interviews and tests for applicants, evaluating and assessing the results, and as is otherwise needed in the recruitment and hiring processes. Please consult our Privacy Notice (https://www.activate.sg/privacy-policy) to know more about how we collect, use, and transfer the personal data of our candidates. Here you can find how you can request for access, correction and/or withdrawal of your Personal Data.",,https://sg.indeed.com/viewjob?jk=deb3375b80e06e3a&tk=1jfidaia3h40g8a9&from=serp&vjs=3
Software Product Management Intern,Savant Degrees Pte Ltd,Singapore,Internship,"Requirements Degree related to computer science/technology Exceptional verbal and written communication skills Experience in managing a project team Experience in negotiating with and managing delivery from outsourced vendors Demonstrated success with managing web, internet or mobile related projects Coding experience a plus Inquisitive and analytical Responsible and self-motivated Meticulous and organized Responsibilities Client Relationships Develop and maintain positive relationships with clients Become the communication bridge between the client, our partners, and the Savant Degrees Engineering Team Software Product Management Carrying out business and economic research, as well as feasibility and viability studies Support our Senior Project Manager in our innovation projects from start to delivery; from crafting client proposals with costing & resource allocations, to participating in business requirements gathering, to building, user testing, implementation and documentation of the digital solution Plan and optimise budget, timeline and team, and secure resources. Support the Senior Project Manager in software development projects and be able to communicate with our Engineering team on deliverables using our Chili Ticketing System Participate in User Acceptance Testing and helping our development team with code development for bugs identified Develop code documentation supporting program development",,https://sg.indeed.com/viewjob?jk=ec6ea32692bb1d55&tk=1jfidaia3h40g8a9&from=serp&vjs=3
